analysis_family,record_type,sampling_seed,is_primary_seed,group_a,group_b,sampled_n_a,sampled_n_b,sampled_mean_a,sampled_mean_b,sampled_median_a,sampled_median_b,q25_a,q75_a,pairwise_mean_difference,pairwise_median_difference,effect_size_rank_biserial,sign_agreement_mean_fraction,sign_agreement_median_fraction,sign_agreement_effect_fraction,stability_status
luhk,group,20260728,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.287532289173415,,2.089929580688477,,1.1821537017822266,3.2228946685791016,,,,,,,group_distribution_record
luhk,group,20260728,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.949840206500951,,1.5606327056884766,,0.8035526275634766,2.694421768188477,,,,,,,group_distribution_record
luhk,group,20260728,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.4743904368082683,,0.9550418853759766,,0.5762577056884766,2.3053927421569824,,,,,,,group_distribution_record
luhk,pair,20260728,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.639764090490341,5.386194229125977,3.826074600219727,5.519540786743164,1.8631534576416016,8.900135040283203,0.2535698613643644,-1.6934661865234375,-0.18525,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260728,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.639764090490341,2.287532289173415,3.826074600219727,2.089929580688477,1.8631534576416016,8.900135040283203,3.352231801316926,1.73614501953125,0.3898424962852898,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260728,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.639764090490341,1.949840206500951,3.826074600219727,1.5606327056884766,1.8631534576416016,8.900135040283203,3.68992388398939,2.26544189453125,0.4734171288743882,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260728,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.639764090490341,1.4743904368082683,3.826074600219727,0.9550418853759766,1.8631534576416016,8.900135040283203,4.165373653682073,2.87103271484375,0.5664640000000001,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260728,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,5.386194229125977,2.287532289173415,5.519540786743164,2.089929580688477,4.65385627746582,6.25187873840332,3.098661939952561,3.4296112060546875,0.8352526002971767,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260728,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,5.386194229125977,1.949840206500951,5.519540786743164,1.5606327056884766,4.65385627746582,6.25187873840332,3.436354022625025,3.958908081054688,0.8723491027732464,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260728,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,5.386194229125977,1.4743904368082683,5.519540786743164,0.9550418853759766,4.65385627746582,6.25187873840332,3.911803792317708,4.564498901367188,0.95,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260728,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.287532289173415,1.949840206500951,2.089929580688477,1.5606327056884766,1.1821537017822266,3.2228946685791016,0.3376920826724641,0.529296875,0.1636520752686348,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260728,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.287532289173415,1.4743904368082683,2.089929580688477,0.9550418853759766,1.1821537017822266,3.2228946685791016,0.8131418523651468,1.1348876953125,0.3291183754333828,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260728,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.949840206500951,1.4743904368082683,1.5606327056884766,0.9550418853759766,0.8035526275634766,2.694421768188477,0.4754497696926827,0.6055908203125,0.1758673191952147,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260729,False,31 | GIC / open space,,10000,,5.672166226387024,,3.9312744140625,,1.893402099609375,8.900135040283203,,,,,,,group_distribution_record
luhk,group,20260729,False,51 | Other urban / built-up land,,4,,4.615198135375977,,4.127405166625977,,3.863504409790039,4.879098892211914,,,,,,,group_distribution_record
luhk,group,20260729,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.292024880249114,,2.089929580688477,,1.125436782836914,3.1472415924072266,,,,,,,group_distribution_record
luhk,group,20260729,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9428202674206083,,1.4092960357666016,,0.8035526275634766,2.694421768188477,,,,,,,group_distribution_record
luhk,group,20260729,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.4764874013264977,,1.1065311431884766,,0.5762577056884766,2.373323440551758,,,,,,,group_distribution_record
luhk,pair,20260729,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.672166226387024,4.615198135375977,3.9312744140625,4.127405166625977,1.893402099609375,8.900135040283203,1.056968091011047,-0.1961307525634765,-0.0696999999999999,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260729,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.672166226387024,2.292024880249114,3.9312744140625,2.089929580688477,1.893402099609375,8.900135040283203,3.380141346137909,1.8413448333740237,0.3992176820208024,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260729,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.672166226387024,1.9428202674206083,3.9312744140625,1.4092960357666016,1.893402099609375,8.900135040283203,3.729345958966415,2.5219783782958984,0.4823957585644371,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260729,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.672166226387024,1.4764874013264977,3.9312744140625,1.1065311431884766,1.893402099609375,8.900135040283203,4.195678825060526,2.8247432708740234,0.5710113333333333,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260729,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,4.615198135375977,2.292024880249114,4.127405166625977,2.089929580688477,3.863504409790039,4.879098892211914,2.3231732551268625,2.0374755859375,0.7574294205052006,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260729,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,4.615198135375977,1.9428202674206083,4.127405166625977,1.4092960357666016,3.863504409790039,4.879098892211914,2.672377867955368,2.718109130859375,0.8132137030995106,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260729,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,4.615198135375977,1.4764874013264977,4.127405166625977,1.1065311431884766,3.863504409790039,4.879098892211914,3.138710734049479,3.0208740234375,0.8999999999999999,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260729,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.292024880249114,1.9428202674206083,2.089929580688477,1.4092960357666016,1.125436782836914,3.1472415924072266,0.3492046128285055,0.680633544921875,0.1693301886563778,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260729,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.292024880249114,1.4764874013264977,2.089929580688477,1.1065311431884766,1.125436782836914,3.1472415924072266,0.8155374789226166,0.9833984375,0.3271173848439821,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260729,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9428202674206083,1.4764874013264977,1.4092960357666016,1.1065311431884766,0.8035526275634766,2.694421768188477,0.466332866094111,0.302764892578125,0.1614138118542687,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260730,False,31 | GIC / open space,,10000,,5.584969870471954,,3.795612335205078,,1.832782745361328,8.750659942626953,,,,,,,group_distribution_record
luhk,group,20260730,False,51 | Other urban / built-up land,,4,,5.217256546020508,,4.692163467407227,,4.428461074829102,5.480958938598633,,,,,,,group_distribution_record
luhk,group,20260730,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.288566531256439,,2.089929580688477,,1.1178669929504397,3.1472415924072266,,,,,,,group_distribution_record
luhk,group,20260730,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9696065364420705,,1.5606327056884766,,0.8035526275634766,2.845392227172852,,,,,,,group_distribution_record
luhk,group,20260730,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.5061879221598309,,1.1065311431884766,,0.6520328521728516,2.2978382110595703,,,,,,,group_distribution_record
luhk,pair,20260730,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.584969870471954,5.217256546020508,3.795612335205078,4.692163467407227,1.832782745361328,8.750659942626953,0.3677133244514463,-0.8965511322021484,-0.1786499999999999,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260730,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.584969870471954,2.288566531256439,3.795612335205078,2.089929580688477,1.832782745361328,8.750659942626953,3.296403339215515,1.7056827545166016,0.388139970282318,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260730,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.584969870471954,1.9696065364420705,3.795612335205078,1.5606327056884766,1.832782745361328,8.750659942626953,3.615363334029884,2.2349796295166016,0.4678141924959216,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260730,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.584969870471954,1.5061879221598309,3.795612335205078,1.1065311431884766,1.832782745361328,8.750659942626953,4.078781948312123,2.6890811920166016,0.5541286666666667,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260730,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,5.217256546020508,2.288566531256439,4.692163467407227,2.089929580688477,4.428461074829102,5.480958938598633,2.9286900147640686,2.60223388671875,0.8673848439821694,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260730,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,5.217256546020508,1.9696065364420705,4.692163467407227,1.5606327056884766,4.428461074829102,5.480958938598633,3.2476500095784373,3.13153076171875,0.8756117455138663,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260730,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,5.217256546020508,1.5061879221598309,4.692163467407227,1.1065311431884766,4.428461074829102,5.480958938598633,3.711068623860677,3.58563232421875,0.97,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260730,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.288566531256439,1.9696065364420705,2.089929580688477,1.5606327056884766,1.1178669929504397,3.1472415924072266,0.3189599948143686,0.529296875,0.1598622224269117,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260730,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.288566531256439,1.5061879221598309,2.089929580688477,1.1065311431884766,1.1178669929504397,3.1472415924072266,0.7823786090966085,0.9833984375,0.3089995047052996,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260730,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9696065364420705,1.5061879221598309,1.5606327056884766,1.1065311431884766,0.8035526275634766,2.845392227172852,0.4634186142822398,0.4541015625,0.1528765633496465,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260731,False,31 | GIC / open space,,10000,,5.679557092952728,,3.9312744140625,,1.8631534576416016,8.907941341400146,,,,,,,group_distribution_record
luhk,group,20260731,False,51 | Other urban / built-up land,,4,,5.536584854125977,,5.218774795532227,,4.691949844360352,6.063409805297852,,,,,,,group_distribution_record
luhk,group,20260731,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.298627015917297,,2.089929580688477,,1.1821537017822266,3.1472415924072266,,,,,,,group_distribution_record
luhk,group,20260731,False,72 | Woodland / shrubland / grassland / wetland,,613,,2.0035515920567475,,1.5606327056884766,,0.8035526275634766,2.694421768188477,,,,,,,group_distribution_record
luhk,group,20260731,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.4760735829671223,,1.0307559967041016,,0.5952014923095703,2.392175674438477,,,,,,,group_distribution_record
luhk,pair,20260731,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.679557092952728,5.536584854125977,3.9312744140625,5.218774795532227,1.8631534576416016,8.907941341400146,0.1429722388267515,-1.2875003814697266,-0.19255,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260731,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.679557092952728,2.298627015917297,3.9312744140625,2.089929580688477,1.8631534576416016,8.907941341400146,3.3809300770354307,1.8413448333740237,0.3950447994056463,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260731,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.679557092952728,2.0035515920567475,3.9312744140625,1.5606327056884766,1.8631534576416016,8.907941341400146,3.6760055008959807,2.3706417083740234,0.468678466557912,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260731,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.679557092952728,1.4760735829671223,3.9312744140625,1.0307559967041016,1.8631534576416016,8.907941341400146,4.203483509985606,2.9005184173583984,0.567102,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260731,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,5.536584854125977,2.298627015917297,5.218774795532227,2.089929580688477,4.691949844360352,6.063409805297852,3.237957838208679,3.12884521484375,0.8800148588410104,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260731,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,5.536584854125977,2.0035515920567475,5.218774795532227,1.5606327056884766,4.691949844360352,6.063409805297852,3.533033262069229,3.65814208984375,0.882137030995106,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260731,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,5.536584854125977,1.4760735829671223,5.218774795532227,1.0307559967041016,4.691949844360352,6.063409805297852,4.060511271158855,4.188018798828125,0.985,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260731,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.298627015917297,2.0035515920567475,2.089929580688477,1.5606327056884766,1.1821537017822266,3.1472415924072266,0.2950754238605499,0.529296875,0.1567898601135864,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260731,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.298627015917297,1.4760735829671223,2.089929580688477,1.0307559967041016,1.1821537017822266,3.1472415924072266,0.8225534329501751,1.059173583984375,0.3261664190193165,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260731,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,2.0035515920567475,1.4760735829671223,1.5606327056884766,1.0307559967041016,0.8035526275634766,2.694421768188477,0.5274780090896252,0.529876708984375,0.1631538879825993,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260732,False,31 | GIC / open space,,10000,,5.622140014982223,,3.825769424438477,,1.8631534576416016,8.825977325439453,,,,,,,group_distribution_record
luhk,group,20260732,False,51 | Other urban / built-up land,,4,,6.267633438110352,,6.195169448852539,,4.767045974731445,7.695756912231445,,,,,,,group_distribution_record
luhk,group,20260732,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.3181920257046884,,2.089929580688477,,1.1065311431884766,3.188483238220215,,,,,,,group_distribution_record
luhk,group,20260732,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9914406438830623,,1.5606327056884766,,0.8035526275634766,2.845392227172852,,,,,,,group_distribution_record
luhk,group,20260732,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.486080093383789,,1.1065311431884766,,0.6520328521728516,2.263716220855713,,,,,,,group_distribution_record
luhk,pair,20260732,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.622140014982223,6.267633438110352,3.825769424438477,6.195169448852539,1.8631534576416016,8.825977325439453,-0.6454934231281282,-2.3694000244140625,-0.266625,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260732,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.622140014982223,2.3181920257046884,3.825769424438477,2.089929580688477,1.8631534576416016,8.825977325439453,3.303947989277535,1.73583984375,0.3874046062407132,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260732,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.622140014982223,1.9914406438830623,3.825769424438477,1.5606327056884766,1.8631534576416016,8.825977325439453,3.630699371099161,2.26513671875,0.4693228384991843,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260732,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.622140014982223,1.486080093383789,3.825769424438477,1.1065311431884766,1.8631534576416016,8.825977325439453,4.136059921598434,2.71923828125,0.5660026666666667,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260732,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,6.267633438110352,2.3181920257046884,6.195169448852539,2.089929580688477,4.767045974731445,7.695756912231445,3.949441412405663,4.105239868164063,0.8807578008915304,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260732,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,6.267633438110352,1.9914406438830623,6.195169448852539,1.5606327056884766,4.767045974731445,7.695756912231445,4.276192794227289,4.634536743164063,0.8939641109298533,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260732,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,6.267633438110352,1.486080093383789,6.195169448852539,1.1065311431884766,4.767045974731445,7.695756912231445,4.781553344726563,5.088638305664063,0.9733333333333334,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260732,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.3181920257046884,1.9914406438830623,2.089929580688477,1.5606327056884766,1.1065311431884766,3.188483238220215,0.3267513818216259,0.529296875,0.15868539252307,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260732,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.3181920257046884,1.486080093383789,2.089929580688477,1.1065311431884766,1.1065311431884766,3.188483238220215,0.8321119323208994,0.9833984375,0.319915799900941,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260732,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9914406438830623,1.486080093383789,1.5606327056884766,1.1065311431884766,0.8035526275634766,2.845392227172852,0.5053605504992735,0.4541015625,0.1565089722675368,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260733,False,31 | GIC / open space,,10000,,5.666244926118851,,3.855926513671875,,1.8631534576416016,9.013514995574951,,,,,,,group_distribution_record
luhk,group,20260733,False,51 | Other urban / built-up land,,4,,5.968416213989258,,6.307550430297852,,4.767045974731445,7.508920669555664,,,,,,,group_distribution_record
luhk,group,20260733,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.3118411045726304,,2.089929580688477,,1.125436782836914,3.1472415924072266,,,,,,,group_distribution_record
luhk,group,20260733,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9874339298167392,,1.4848880767822266,,0.8035526275634766,2.845392227172852,,,,,,,group_distribution_record
luhk,group,20260733,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.46591916402181,,1.0307559967041016,,0.6520328521728516,2.3053927421569824,,,,,,,group_distribution_record
luhk,pair,20260733,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.666244926118851,5.968416213989258,3.855926513671875,6.307550430297852,1.8631534576416016,9.013514995574951,-0.302171287870407,-2.451623916625977,-0.2370999999999999,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260733,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.666244926118851,2.3118411045726304,3.855926513671875,2.089929580688477,1.8631534576416016,9.013514995574951,3.3544038215462204,1.7659969329833984,0.3921959881129271,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260733,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.666244926118851,1.9874339298167392,3.855926513671875,1.4848880767822266,1.8631534576416016,9.013514995574951,3.678810996302112,2.3710384368896484,0.4749471451876019,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260733,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.666244926118851,1.46591916402181,3.855926513671875,1.0307559967041016,1.8631534576416016,9.013514995574951,4.200325762097041,2.825170516967773,0.5724233333333333,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260733,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,5.968416213989258,2.3118411045726304,6.307550430297852,2.089929580688477,4.767045974731445,7.508920669555664,3.656575109416627,4.217620849609375,0.8766716196136701,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260733,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,5.968416213989258,1.9874339298167392,6.307550430297852,1.4848880767822266,4.767045974731445,7.508920669555664,3.9809822841725184,4.822662353515625,0.9000815660685155,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260733,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,5.968416213989258,1.46591916402181,6.307550430297852,1.0307559967041016,4.767045974731445,7.508920669555664,4.502497049967448,5.27679443359375,0.9783333333333332,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260733,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.3118411045726304,1.9874339298167392,2.089929580688477,1.4848880767822266,1.125436782836914,3.1472415924072266,0.3244071747558912,0.60504150390625,0.163117593304068,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260733,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.3118411045726304,1.46591916402181,2.089929580688477,1.0307559967041016,1.125436782836914,3.1472415924072266,0.8459219405508205,1.059173583984375,0.3271768202080238,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260733,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9874339298167392,1.46591916402181,1.4848880767822266,1.0307559967041016,0.8035526275634766,2.845392227172852,0.5215147657949293,0.454132080078125,0.1676345840130506,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260734,False,31 | GIC / open space,,10000,,5.635257432365417,,3.855926513671875,,1.832782745361328,8.900135040283203,,,,,,,group_distribution_record
luhk,group,20260734,False,51 | Other urban / built-up land,,4,,4.48143196105957,,3.825616836547852,,2.864114761352539,5.442934036254883,,,,,,,group_distribution_record
luhk,group,20260734,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.316153787043261,,2.089929580688477,,1.1821537017822266,3.1472415924072266,,,,,,,group_distribution_record
luhk,group,20260734,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9986022681629871,,1.5606327056884766,,0.8035526275634766,2.7699222564697266,,,,,,,group_distribution_record
luhk,group,20260734,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.4699383290608723,,1.068643569946289,,0.5762577056884766,2.241052627563477,,,,,,,group_distribution_record
luhk,pair,20260734,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.635257432365417,4.48143196105957,3.855926513671875,3.825616836547852,1.832782745361328,8.900135040283203,1.1538254713058471,0.0303096771240234,-0.005075,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260734,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.635257432365417,2.316153787043261,3.855926513671875,2.089929580688477,1.832782745361328,8.900135040283203,3.3191036453221563,1.7659969329833984,0.3860190936106984,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260734,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.635257432365417,1.9986022681629871,3.855926513671875,1.5606327056884766,1.832782745361328,8.900135040283203,3.6366551642024314,2.2952938079833984,0.4690748776508973,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260734,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.635257432365417,1.4699383290608723,3.855926513671875,1.068643569946289,1.832782745361328,8.900135040283203,4.165319103304546,2.787282943725586,0.5681293333333333,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260734,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,4.48143196105957,2.316153787043261,3.825616836547852,2.089929580688477,2.864114761352539,5.442934036254883,2.165278174016309,1.735687255859375,0.5943536404160477,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260734,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,4.48143196105957,1.9986022681629871,3.825616836547852,1.5606327056884766,2.864114761352539,5.442934036254883,2.4828296928965834,2.264984130859375,0.682300163132137,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260734,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,4.48143196105957,1.4699383290608723,3.825616836547852,1.068643569946289,2.864114761352539,5.442934036254883,3.011493631998698,2.7569732666015625,0.8200000000000001,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260734,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.316153787043261,1.9986022681629871,2.089929580688477,1.5606327056884766,1.1821537017822266,3.1472415924072266,0.317551518880274,0.529296875,0.1620159059893491,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260734,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.316153787043261,1.4699383290608723,2.089929580688477,1.068643569946289,1.1821537017822266,3.1472415924072266,0.8462154579823888,1.0212860107421875,0.3289252105002476,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260734,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9986022681629871,1.4699383290608723,1.5606327056884766,1.068643569946289,0.8035526275634766,2.7699222564697266,0.5286639391021148,0.4919891357421875,0.1710712343665035,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260735,False,31 | GIC / open space,,10000,,5.6184824800014495,,3.870685577392578,,1.8631534576416016,8.900135040283203,,,,,,,group_distribution_record
