observation_id,primary_key,analysis_variant,image_id,flight_id,pair_id,acquisition_datetime,cell_id,luhk_row,luhk_col,cell_center_x_2326,cell_center_y_2326,cell_min_x_2326,cell_max_x_2326,cell_min_y_2326,cell_max_y_2326,luhk_original_code,luhk_original_class,luhk_aggregated_class,luhk_majority_fraction,mixed_luhk_flag,dominant_physical_surface_cover_class_id,dominant_physical_surface_cover_class,dominant_physical_surface_cover_pixel_count,dominant_physical_surface_cover_fraction,total_mapped_pixel_count,valid_temperature_pixel_count,valid_temperature_coverage_fraction,cell_thermal_coverage_fraction,mean_surface_temperature_c,median_surface_temperature_c,std_surface_temperature_c,min_surface_temperature_c,max_surface_temperature_c,p01_surface_temperature_c,p99_surface_temperature_c,below_0_c_pixel_count,below_0_c_pixel_fraction,below_minus_5_c_pixel_count,below_minus_5_c_pixel_fraction,below_minus_10_c_pixel_count,below_minus_10_c_pixel_fraction,shadow_pixel_count,shadow_fraction,ambient_temperature_c,ambient_source,ambient_source_id,ambient_observation_datetime,ambient_time_difference_minutes,ambient_matching_method,ambient_qa_status,delta_t_mean_c,delta_t_median_c,part_c_qa_status,part_d_qa_status,provisional_result_flag,provisional_result_note,analysis_valid,exclusion_reason,qa_warning_flag
DJI_20260107143320_0007__LUHK_r02576_c04520,DJI_20260107143320_0007__LUHK_r02576_c04520,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04520,2576,4520,845205.0,822235.0,845200.0,845210.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,600,1.0,600,600,1.0,1.0,12.368713,12.247217,1.357756,9.678156,17.978754,9.899164,16.949703,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.768713,1.647217,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04521,DJI_20260107143320_0007__LUHK_r02576_c04521,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04521,2576,4521,845215.0,822235.0,845210.0,845220.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,390,0.624,625,625,1.0,1.0,13.120895,11.806177,3.023139,9.311792,19.302729,9.678156,19.211466,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,2.520895,1.206177,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04522,DJI_20260107143320_0007__LUHK_r02576_c04522,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04522,2576,4522,845225.0,822235.0,845220.0,845230.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,5,grass_low_vegetation,600,1.0,600,600,1.0,1.0,19.701654,19.523706,1.167957,17.243433,22.099146,17.463831,22.025568,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,9.101654,8.923706,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04523,DJI_20260107143320_0007__LUHK_r02576_c04523,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04523,2576,4523,845235.0,822235.0,845230.0,845240.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,5,grass_low_vegetation,625,1.0,625,625,1.0,1.0,20.661247,20.700617,0.684476,17.316889,22.246332,19.155268,22.099146,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,10.061247,10.100617,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04524,DJI_20260107143320_0007__LUHK_r02576_c04524,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04524,2576,4524,845245.0,822235.0,845240.0,845250.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,5,grass_low_vegetation,625,1.0,625,625,1.0,1.0,20.952646,20.921595,0.571586,19.376245,22.320093,19.688391,22.099146,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,10.352646,10.321595,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04525,DJI_20260107143320_0007__LUHK_r02576_c04525,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04525,2576,4525,845255.0,822235.0,845250.0,845260.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,5,grass_low_vegetation,562,0.936667,600,600,1.0,1.0,21.590137,21.731043,1.463631,15.331873,24.749628,15.992729,24.309267,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,10.990137,11.131043,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04526,DJI_20260107143320_0007__LUHK_r02576_c04526,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04526,2576,4526,845265.0,822235.0,845260.0,845270.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,510,0.816,625,625,1.0,1.0,14.4683,13.348505,2.924057,11.219599,23.792353,11.291864,22.817608,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,3.8683,2.748505,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04527,DJI_20260107143320_0007__LUHK_r02576_c04527,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04527,2576,4527,845275.0,822235.0,845270.0,845280.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,581,0.9296,625,625,1.0,1.0,11.368277,11.291864,0.470485,10.485468,12.540583,10.558741,12.466303,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,0.768277,0.691864,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04528,DJI_20260107143320_0007__LUHK_r02576_c04528,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04528,2576,4528,845285.0,822235.0,845280.0,845290.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,426,0.71,600,600,1.0,1.0,12.602381,12.687311,0.913091,10.925287,14.303339,10.99859,14.156549,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,2.002381,2.087311,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04529,DJI_20260107143320_0007__LUHK_r02576_c04529,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04529,2576,4529,845295.0,822235.0,845290.0,845300.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,625,1.0,625,625,1.0,1.0,15.879457,15.698999,2.361534,10.99859,20.627069,11.309713,19.891321,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,5.279457,5.098999,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02576_c04530,DJI_20260107143320_0007__LUHK_r02576_c04530,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02576_c04530,2576,4530,845305.0,822235.0,845300.0,845310.0,822230.0,822240.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,100,1.0,100,100,1.0,0.170088,16.63563,17.059458,2.86292,11.219599,21.731043,11.50994,21.585388,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,6.03563,6.459458,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04504,DJI_20260107143320_0007__LUHK_r02577_c04504,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04504,2577,4504,845045.0,822225.0,845040.0,845050.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,480,1.0,480,480,1.0,0.825164,13.810624,13.458551,1.260114,11.512873,18.934717,11.980774,17.053282,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,3.210624,2.858551,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04505,DJI_20260107143320_0007__LUHK_r02577_c04505,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04505,2577,4505,845055.0,822225.0,845050.0,845060.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,600,1.0,600,600,1.0,1.0,11.823272,11.65954,0.82255,10.412165,15.405298,10.706446,14.67182,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.223272,1.05954,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04506,DJI_20260107143320_0007__LUHK_r02577_c04506,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04506,2577,4506,845065.0,822225.0,845060.0,845070.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,600,1.0,600,600,1.0,1.0,10.626268,10.485468,0.502497,9.899164,13.054132,9.972437,12.320317,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,0.026268,-0.114532,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04507,DJI_20260107143320_0007__LUHK_r02577_c04507,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04507,2577,4507,845075.0,822225.0,845070.0,845080.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,576,1.0,576,576,1.0,1.0,10.123875,10.04571,0.343611,9.53161,11.806177,9.53161,11.218805,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-0.476125,-0.55429,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04508,DJI_20260107143320_0007__LUHK_r02577_c04508,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04508,2577,4508,845085.0,822225.0,845080.0,845090.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,600,1.0,600,600,1.0,1.0,10.656711,10.485468,0.524357,9.899164,12.907373,9.972437,12.61468,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,0.056711,-0.114532,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04509,DJI_20260107143320_0007__LUHK_r02577_c04509,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04509,2577,4509,845095.0,822225.0,845090.0,845100.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,576,1.0,576,576,1.0,1.0,12.115124,12.099543,1.22099,10.119013,14.743769,10.265558,14.615297,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.515124,1.499543,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04510,DJI_20260107143320_0007__LUHK_r02577_c04510,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04510,2577,4510,845105.0,822225.0,845100.0,845110.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,483,0.805,600,600,1.0,1.0,11.862946,11.806177,0.965375,9.604883,14.964777,9.971704,14.083073,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.262946,1.206177,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04511,DJI_20260107143320_0007__LUHK_r02577_c04511,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04511,2577,4511,845115.0,822225.0,845110.0,845120.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,378,0.63,600,600,1.0,1.0,11.701186,11.806177,1.081311,9.752619,14.450129,9.898419,13.788782,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.101186,1.206177,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04512,DJI_20260107143320_0007__LUHK_r02577_c04512,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04512,2577,4512,845125.0,822225.0,845120.0,845130.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,397,0.689236,576,576,1.0,1.0,13.823618,13.274225,2.998565,9.678156,33.144402,9.880548,26.02112,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,3.223618,2.674225,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04513,DJI_20260107143320_0007__LUHK_r02577_c04513,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04513,2577,4513,845135.0,822225.0,845130.0,845140.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,600,1.0,600,600,1.0,1.0,16.871805,17.132929,7.019705,7.406366,32.769585,7.699213,29.411127,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,6.271805,6.532929,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04514,DJI_20260107143320_0007__LUHK_r02577_c04514,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04514,2577,4514,845145.0,822225.0,845140.0,845150.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,600,1.0,600,600,1.0,1.0,11.749274,10.485468,4.582106,5.941217,35.097618,6.161448,32.02438,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.149274,-0.114532,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04515,DJI_20260107143320_0007__LUHK_r02577_c04515,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04515,2577,4515,845155.0,822225.0,845150.0,845160.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,576,1.0,576,576,1.0,1.0,15.514645,15.552149,2.250238,10.191156,20.259027,10.558741,19.596827,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,4.914645,4.952149,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04516,DJI_20260107143320_0007__LUHK_r02577_c04516,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04516,2577,4516,845165.0,822225.0,845160.0,845170.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,1,roof,309,0.515,600,600,1.0,1.0,19.846422,19.67074,2.596813,13.274225,23.718836,14.155807,23.645136,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,9.246422,9.07074,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04517,DJI_20260107143320_0007__LUHK_r02577_c04517,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04517,2577,4517,845175.0,822225.0,845170.0,845180.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,1,roof,576,1.0,576,576,1.0,1.0,16.190054,15.331873,2.688366,12.099543,22.761805,12.393885,22.264772,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,5.590054,4.731873,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04518,DJI_20260107143320_0007__LUHK_r02577_c04518,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04518,2577,4518,845185.0,822225.0,845180.0,845190.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,1,roof,324,0.54,600,600,1.0,1.0,12.831972,12.613947,1.513615,9.899164,17.68429,10.04571,16.948969,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,2.231972,2.013947,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04519,DJI_20260107143320_0007__LUHK_r02577_c04519,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04519,2577,4519,845195.0,822225.0,845190.0,845200.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,384,0.64,600,600,1.0,1.0,11.91292,11.879511,1.48066,6.015893,15.846582,8.724512,15.186491,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.31292,1.279511,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04520,DJI_20260107143320_0007__LUHK_r02577_c04520,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04520,2577,4520,845205.0,822225.0,845200.0,845210.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,486,0.84375,576,576,1.0,1.0,11.956887,11.952875,1.073015,9.53161,16.066889,9.734003,14.046457,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.356887,1.352875,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04521,DJI_20260107143320_0007__LUHK_r02577_c04521,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04521,2577,4521,845215.0,822225.0,845210.0,845220.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,6,bare_soil,375,0.625,600,600,1.0,1.0,11.037747,10.04571,2.483437,8.358271,17.758295,8.724512,17.611538,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,0.437747,-0.55429,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04522,DJI_20260107143320_0007__LUHK_r02577_c04522,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04522,2577,4522,845225.0,822225.0,845220.0,845230.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,5,grass_low_vegetation,339,0.588542,576,576,1.0,1.0,14.406937,13.384729,4.415834,8.286341,22.83523,8.414164,21.970407,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,3.806937,2.784729,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02577_c04523,DJI_20260107143320_0007__LUHK_r02577_c04523,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02577_c04523,2577,4523,845235.0,822225.0,845230.0,845240.0,822220.0,822230.0,31,31,GIC / open space,1.0,0,5,grass_low_vegetation,420,0.7,600,600,1.0,1.0,16.615101,19.229212,4.91747,8.652521,23.497919,8.799006,22.835968,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,6.015101,8.629212,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
