observation_id,primary_key,analysis_variant,image_id,flight_id,pair_id,acquisition_datetime,cell_id,luhk_row,luhk_col,cell_center_x_2326,cell_center_y_2326,luhk_original_code,luhk_original_class,luhk_aggregated_class,physical_surface_cover_class_id,physical_surface_cover_class,class_pixel_count,valid_classified_pixel_count_in_cell,class_fraction_of_valid_classified_pixels,class_thermal_pixel_count,class_valid_temperature_count,class_temperature_coverage_fraction,class_mean_surface_temperature_c,class_median_surface_temperature_c,class_std_surface_temperature_c,class_min_surface_temperature_c,class_max_surface_temperature_c,class_below_0_c_pixel_count,class_below_0_c_pixel_fraction,class_below_minus_5_c_pixel_count,class_below_minus_5_c_pixel_fraction,class_below_minus_10_c_pixel_count,class_below_minus_10_c_pixel_fraction,class_shadow_pixel_count,class_shadow_fraction,ambient_temperature_c,ambient_source,ambient_source_id,ambient_observation_datetime,ambient_time_difference_minutes,ambient_matching_method,ambient_qa_status,class_delta_t_mean_c,class_delta_t_median_c,part_c_qa_status,part_d_qa_status,provisional_result_flag,provisional_result_note,analysis_valid,exclusion_reason,qa_warning_flag
DJI_20260107143401_0011__LUHK_r02606_c04529__cover_2,DJI_20260107143401_0011__LUHK_r02606_c04529__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02606_c04529,2606,4529,845295.0,821935.0,31,31,GIC / open space,2,concrete_pavement,182,525,0.346667,182,182,1.0,13.513061,13.385187,1.910442,10.338861,18.787714,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,3.613061,3.485187,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02606_c04529__cover_5,DJI_20260107143401_0011__LUHK_r02606_c04529__cover_5,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02606_c04529,2606,4529,845295.0,821935.0,31,31,GIC / open space,5,grass_low_vegetation,343,525,0.653333,343,343,1.0,17.037189,17.390375,2.367118,10.558741,21.51034,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,7.137189,7.490375,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04503__cover_4,DJI_20260107143401_0011__LUHK_r02607_c04503__cover_4,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04503,2607,4503,845035.0,821925.0,71,71,Woodland / shrubland / grassland / wetland,4,vegetation_tree,96,96,1.0,96,96,1.0,10.500703,10.412165,0.333205,10.04571,11.512873,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,0.600703,0.512165,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04504__cover_4,DJI_20260107143401_0011__LUHK_r02607_c04504__cover_4,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04504,2607,4504,845045.0,821925.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.687703,9.53161,0.512038,8.872248,11.65954,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,-0.212297,-0.36839,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04505__cover_4,DJI_20260107143401_0011__LUHK_r02607_c04505__cover_4,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04505,2607,4505,845055.0,821925.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.460111,9.458338,0.305894,8.579279,10.412165,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,-0.439889,-0.441662,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04506__cover_4,DJI_20260107143401_0011__LUHK_r02607_c04506__cover_4,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04506,2607,4506,845065.0,821925.0,31,31,GIC / open space,4,vegetation_tree,576,576,1.0,576,576,1.0,9.500759,9.458338,0.39066,8.358271,10.99859,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,-0.399241,-0.441662,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04507__cover_4,DJI_20260107143401_0011__LUHK_r02607_c04507__cover_4,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04507,2607,4507,845075.0,821925.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.876534,9.899164,0.458118,8.872248,11.291864,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,-0.023466,-0.000836,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04508__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04508__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04508,2607,4508,845085.0,821925.0,31,31,GIC / open space,2,concrete_pavement,104,576,0.180556,104,104,1.0,13.308104,13.237986,0.942247,11.732843,15.626276,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,3.408104,3.337986,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04508__cover_4,DJI_20260107143401_0011__LUHK_r02607_c04508__cover_4,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04508,2607,4508,845085.0,821925.0,31,31,GIC / open space,4,vegetation_tree,472,576,0.819444,472,472,1.0,10.724442,10.558741,0.639841,9.899164,13.568628,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,0.824442,0.658741,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04509__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04509__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04509,2607,4509,845095.0,821925.0,31,31,GIC / open space,2,concrete_pavement,600,600,1.0,600,600,1.0,14.118883,14.00976,1.140959,11.806177,17.758295,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,4.218883,4.10976,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04510__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04510__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04510,2607,4510,845105.0,821925.0,31,31,GIC / open space,1,roof,95,576,0.164931,95,95,1.0,10.806967,9.458338,2.975363,7.479578,18.493219,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,0.906967,-0.441662,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04510__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04510__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04510,2607,4510,845105.0,821925.0,31,31,GIC / open space,2,concrete_pavement,481,576,0.835069,481,481,1.0,12.93645,11.512873,3.356818,7.773798,22.83523,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,3.03645,1.612873,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04511__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04511__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04511,2607,4511,845115.0,821925.0,31,31,GIC / open space,1,roof,253,600,0.421667,253,253,1.0,16.822412,16.507593,2.932389,9.604883,24.455103,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,6.922412,6.607593,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04511__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04511__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04511,2607,4511,845115.0,821925.0,31,31,GIC / open space,2,concrete_pavement,347,600,0.578333,347,347,1.0,18.028507,18.346216,4.487285,9.386286,27.555323,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,8.128507,8.446216,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04512__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04512__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04512,2607,4512,845125.0,821925.0,31,31,GIC / open space,1,roof,4,600,0.006667,4,4,1.0,20.921518,20.884821,0.216645,20.700617,21.215815,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,11.021518,10.984821,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,0,below_minimum_valid_pixels_and_class_fraction,1
DJI_20260107143401_0011__LUHK_r02607_c04512__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04512__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04512,2607,4512,845125.0,821925.0,31,31,GIC / open space,2,concrete_pavement,596,600,0.993333,596,596,1.0,16.836676,19.376245,11.176548,-22.152884,31.722712,49,0.082215,41,0.068792,29,0.048658,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,6.936676,9.476245,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04513__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04513__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04513,2607,4513,845135.0,821925.0,31,31,GIC / open space,1,roof,139,576,0.241319,139,139,1.0,22.052565,21.952021,4.89565,11.291864,34.044548,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,12.152565,12.052021,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04513__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04513__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04513,2607,4513,845135.0,821925.0,31,31,GIC / open space,2,concrete_pavement,437,576,0.758681,437,437,1.0,10.830665,12.247217,6.997167,-13.571386,30.006281,30,0.06865,22,0.050343,7,0.016018,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,0.930665,2.347217,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04514__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04514__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04514,2607,4514,845145.0,821925.0,31,31,GIC / open space,1,roof,527,600,0.878333,527,527,1.0,18.737469,19.449793,6.195124,8.579279,34.871758,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,8.837469,9.549793,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04514__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04514__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04514,2607,4514,845145.0,821925.0,31,31,GIC / open space,2,concrete_pavement,73,600,0.121667,73,73,1.0,14.909847,14.964777,3.307764,9.092005,22.320093,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,5.009847,5.064777,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04515__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04515__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04515,2607,4515,845155.0,821925.0,31,31,GIC / open space,1,roof,174,576,0.302083,174,174,1.0,16.301674,16.250818,3.158274,4.187616,23.056025,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,6.401674,6.350818,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04515__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04515__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04515,2607,4515,845155.0,821925.0,31,31,GIC / open space,2,concrete_pavement,402,576,0.697917,402,402,1.0,13.01439,13.274225,2.943465,2.65133,18.05224,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,3.11439,3.374225,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04516__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04516__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04516,2607,4516,845165.0,821925.0,31,31,GIC / open space,1,roof,189,600,0.315,189,189,1.0,18.391802,18.125727,3.39187,12.319574,26.593561,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,8.491802,8.225727,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04516__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04516__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04516,2607,4516,845165.0,821925.0,31,31,GIC / open space,2,concrete_pavement,411,600,0.685,411,411,1.0,14.379587,13.935541,1.61849,11.145227,19.155268,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,4.479587,4.035541,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04517__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04517__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04517,2607,4517,845175.0,821925.0,31,31,GIC / open space,1,roof,263,576,0.456597,263,263,1.0,5.134274,6.015893,14.613414,-25.72724,28.222742,74,0.281369,61,0.231939,51,0.193916,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,-4.765726,-3.884107,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04517__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04517__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04517,2607,4517,845175.0,821925.0,31,31,GIC / open space,2,concrete_pavement,313,576,0.543403,313,313,1.0,14.489132,13.641993,5.712316,-17.651754,29.708796,5,0.015974,3,0.009585,3,0.009585,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,4.589132,3.741993,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04518__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04518__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04518,2607,4518,845185.0,821925.0,31,31,GIC / open space,1,roof,521,600,0.868333,521,521,1.0,11.711949,14.450129,7.821207,-19.057226,22.320093,51,0.097889,27,0.051823,7,0.013436,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,1.811949,4.550129,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04518__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04518__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04518,2607,4518,845185.0,821925.0,31,31,GIC / open space,2,concrete_pavement,79,600,0.131667,79,79,1.0,8.154845,8.506037,2.400777,0.245935,12.613947,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,-1.745155,-1.393963,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04519__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04519__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04519,2607,4519,845195.0,821925.0,31,31,GIC / open space,1,roof,600,600,1.0,600,600,1.0,19.080902,19.155268,3.415039,12.466303,26.224146,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,9.180902,9.255268,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04520__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04520__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04520,2607,4520,845205.0,821925.0,31,31,GIC / open space,1,roof,576,576,1.0,576,576,1.0,17.156372,17.537317,5.625265,3.601221,26.889307,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,7.256372,7.637317,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04521__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04521__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04521,2607,4521,845215.0,821925.0,31,31,GIC / open space,1,roof,600,600,1.0,600,600,1.0,12.978046,12.540583,4.667489,6.162195,23.277094,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,3.078046,2.640583,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04522__cover_1,DJI_20260107143401_0011__LUHK_r02607_c04522__cover_1,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04522,2607,4522,845225.0,821925.0,31,31,GIC / open space,1,roof,571,576,0.991319,571,571,1.0,9.293807,9.311792,2.195563,6.015893,17.022425,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,-0.606193,-0.588208,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143401_0011__LUHK_r02607_c04522__cover_2,DJI_20260107143401_0011__LUHK_r02607_c04522__cover_2,all_finite,DJI_20260107143401_0011,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,2026-01-07 14:34:01,LUHK_r02607_c04522,2607,4522,845225.0,821925.0,31,31,GIC / open space,2,concrete_pavement,5,576,0.008681,5,5,1.0,15.067932,15.773127,1.966221,11.806177,16.875513,0,0.0,0,0.0,0,0.0,0,0.0,9.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:34:01,0,user_provided_exact_image_match,user_provided_provisional,5.167932,5.873127,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,0,below_minimum_valid_pixels_and_class_fraction,1
