pair_id,image_id,stage,method,attempted,status,accepted,score,score_delta,dx_px,dy_px,scale,rotation_deg,match_count,inlier_count,transform_matrix_json,reason
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.577063,0.051497,0.0,20.0,0.99,-1.0,,,"[[0.35589684, 0.00620961, -407.00426766], [-0.0062122, 0.35574845, -276.66069975], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.576311,0.050745,10.0,20.0,0.99,0.0,,,"[[0.35595106, 0.0, -401.15684093], [0.0, 0.35580264, -289.26754691], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.576035,0.050469,-0.4670204275428169,6.409970445062665,0.99,0.0,,,"[[0.35614914, 0.0, -397.81858653], [0.0, 0.35605007, -284.84005563], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.57519,0.049625,-10.0,20.0,0.99,0.0,,,"[[0.35595106, 0.0, -394.0378198], [0.0, 0.35580264, -289.26754691], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.574903,0.049337,-10.467020427542817,16.409970445062665,0.99,0.0,,,"[[0.35614914, 0.0, -394.25709516], [0.0, 0.35605007, -288.40055633], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.574886,0.049321,9.532979572457183,16.409970445062665,1.01,0.0,,,"[[0.34877384, 0.0, -386.44141689], [0.0, 0.34877384, -277.27520436], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.570493,0.044927,0.0,20.0,0.97,0.0,,,"[[0.36322361, 0.0, -412.25879682], [0.0, 0.36337828, -300.87721789], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.568023,0.042458,0.0,10.0,0.99,-1.0,,,"[[0.35589684, 0.00620961, -406.94217154], [-0.0062122, 0.35574845, -273.10321525], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.567859,0.042293,-0.4670204275428169,16.409970445062665,1.0,-1.0,,,"[[0.35236923, 0.00614978, -399.77631183], [-0.00615063, 0.35232073, -270.12256931], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,opencv,opencv_phase_correlation,yes,used_as_seed,no,0.538878,0.08869,2.238686,16.94046,1.0,0.0,,,"[[0.35242291, 0.0, -391.18942731], [0.0, 0.3523744, -282.95664143], [0.0, 0.0, 1.0]]",OpenCV translation was used to seed the final fine-grid crop search; the final accepted candidate is the refined fine-grid result.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,opencv,opencv_ecc_translation,yes,candidate,no,0.53239,0.082202,3.982954,16.805677,1.0,0.0,,,"[[0.35242291, 0.0, -391.89427313], [0.0, 0.3523744, -282.95664143], [0.0, 0.0, 1.0]]",OpenCV-derived local translation candidate; still requires visual review because thermal-visible alignment is cross-modal.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,opencv,opencv_orb_feature_matching,yes,rejected,no,0.33646,-0.113728,58.050371,27.604273,1.0,0.0,80,54,"[[0.35242291, 0.0, -410.92511013], [0.0, 0.3523744, -286.83275981], [0.0, 0.0, 1.0]]",Rejected because the OpenCV candidate did not improve the score: delta=-0.113728.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,yes,0.548748,0.098559,2.2386855320318575,16.94046015719998,0.99,0.0,,,"[[0.35595106, 0.0, -398.30923248], [0.0, 0.35580264, -288.20013899], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.540047,0.089858,0.0,20.0,0.99,0.0,,,"[[0.35595106, 0.0, -397.59733037], [0.0, 0.35580264, -289.26754691], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.538878,0.08869,2.2386855320318575,16.94046015719998,1.0,0.0,,,"[[0.35242291, 0.0, -391.18942731], [0.0, 0.3523744, -282.95664143], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.53287,0.082681,0.0,10.0,0.99,0.0,,,"[[0.35595106, 0.0, -397.59733037], [0.0, 0.35580264, -285.7095205], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.527063,0.076874,0.0,20.0,0.98,0.0,,,"[[0.35955056, 0.0, -404.85393258], [0.0, 0.35980323, -295.39845397], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.51835,0.068161,-7.761314467968143,16.94046015719998,0.99,0.0,,,"[[0.35595106, 0.0, -394.74972191], [0.0, 0.35580264, -288.20013899], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.51293,0.062741,-7.761314467968143,16.94046015719998,1.0,0.0,,,"[[0.35242291, 0.0, -387.66519824], [0.0, 0.3523744, -282.95664143], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.511005,0.060817,0.0,10.0,0.98,0.0,,,"[[0.35955056, 0.0, -404.85393258], [0.0, 0.35980323, -291.80042164], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.506779,0.05659,2.2386855320318575,6.940460157199979,1.0,0.0,,,"[[0.35242291, 0.0, -391.18942731], [0.0, 0.3523744, -279.43289745], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.504428,0.05424,2.2386855320318575,6.940460157199979,0.99,0.0,,,"[[0.35595106, 0.0, -398.30923248], [0.0, 0.35580264, -284.64211258], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.502701,0.052513,0.0,20.0,0.97,0.0,,,"[[0.36322361, 0.0, -412.25879682], [0.0, 0.36337828, -300.87721789], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.502319,0.052131,10.0,20.0,0.98,0.0,,,"[[0.35955056, 0.0, -408.4494382], [0.0, 0.35980323, -295.39845397], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.501975,0.051787,10.0,20.0,0.99,0.0,,,"[[0.35595106, 0.0, -401.15684093], [0.0, 0.35580264, -289.26754691], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.50092,0.050731,2.2386855320318575,16.94046015719998,0.99,1.0,,,"[[0.35589684, -0.00620961, -388.7022285], [0.0062122, 0.35574845, -300.65347934], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.500557,0.050369,12.238685532031857,16.94046015719998,0.99,0.0,,,"[[0.35595106, 0.0, -401.86874305], [0.0, 0.35580264, -288.20013899], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.500433,0.050244,0.0,10.0,0.99,1.0,,,"[[0.35589684, -0.00620961, -388.0339021], [0.0062122, 0.35574845, -298.15081578], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.500392,0.050204,2.2386855320318575,16.94046015719998,0.99,-1.0,,,"[[0.35589684, 0.00620961, -407.69743251], [-0.0062122, 0.35574845, -275.58103], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.498701,0.048512,2.2386855320318575,16.94046015719998,1.01,0.0,,,"[[0.34896401, 0.0, -384.20937841], [0.0, 0.34901159, -277.81322427], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.496635,0.046447,10.0,10.0,0.99,0.0,,,"[[0.35595106, 0.0, -401.15684093], [0.0, 0.35580264, -285.7095205], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.495664,0.045476,-10.0,10.0,0.99,0.0,,,"[[0.35595106, 0.0, -394.0378198], [0.0, 0.35580264, -285.7095205], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.493232,0.043043,10.0,20.0,0.97,0.0,,,"[[0.36322361, 0.0, -415.89103292], [0.0, 0.36337828, -300.87721789], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.492845,0.042656,0.0,20.0,0.99,1.0,,,"[[0.35589684, -0.00620961, -387.97180597], [0.0062122, 0.35574845, -301.70830029], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.492496,0.042307,0.0,20.0,0.99,-1.0,,,"[[0.35589684, 0.00620961, -407.00426766], [-0.0062122, 0.35574845, -276.66069975], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,opencv,opencv_phase_correlation,yes,candidate,no,0.553924,0.088335,3.755085,18.150532,1.0,0.0,,,"[[0.35242291, 0.0, -391.89427313], [0.0, 0.3523744, -283.30901583], [0.0, 0.0, 1.0]]",OpenCV-derived local translation candidate; still requires visual review because thermal-visible alignment is cross-modal.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,opencv,opencv_ecc_translation,yes,candidate,no,0.550117,0.084528,5.571432,20.773153,1.0,0.0,,,"[[0.35242291, 0.0, -392.59911894], [0.0, 0.3523744, -284.36613902], [0.0, 0.0, 1.0]]",OpenCV-derived local translation candidate; still requires visual review because thermal-visible alignment is cross-modal.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,opencv,opencv_orb_feature_matching,yes,rejected,no,0.447587,-0.018002,-15.249622,10.083019,1.0,0.0,80,27,"[[0.35242291, 0.0, -385.19823789], [0.0, 0.3523744, -280.49002065], [0.0, 0.0, 1.0]]",Rejected because the OpenCV candidate did not improve the score: delta=-0.018002.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid,skimage_edge_grid_search,yes,candidate,yes,0.563585,0.097996,0.0,20.0,0.99,0.0,,,"[[0.35595106, 0.0, -397.59733037], [0.0, 0.35580264, -289.26754691], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.563283,0.097694,0.0,20.0,1.0,0.0,,,"[[0.35242291, 0.0, -390.4845815], [0.0, 0.3523744, -284.01376462], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.556006,0.090417,3.755085482935158,18.150532009403708,0.99,0.0,,,"[[0.35595106, 0.0, -399.02113459], [0.0, 0.35580264, -288.55594163], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.553924,0.088335,3.755085482935158,18.150532009403708,1.0,0.0,,,"[[0.35242291, 0.0, -391.89427313], [0.0, 0.3523744, -283.30901583], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.5418,0.076211,-6.244914517064842,18.150532009403708,1.0,0.0,,,"[[0.35242291, 0.0, -388.37004405], [0.0, 0.3523744, -283.30901583], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.541629,0.07604,-6.244914517064842,18.150532009403708,0.99,0.0,,,"[[0.35595106, 0.0, -395.46162403], [0.0, 0.35580264, -288.55594163], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.53028,0.064691,10.0,20.0,0.99,0.0,,,"[[0.35595106, 0.0, -401.15684093], [0.0, 0.35580264, -289.26754691], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.529356,0.063767,10.0,20.0,1.0,0.0,,,"[[0.35242291, 0.0, -394.00881057], [0.0, 0.3523744, -284.01376462], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.527503,0.061914,0.0,20.0,1.01,0.0,,,"[[0.34896401, 0.0, -383.51145038], [0.0, 0.34901159, -278.86025903], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.52344,0.057851,3.755085482935158,28.150532009403708,1.0,0.0,,,"[[0.35242291, 0.0, -391.89427313], [0.0, 0.3523744, -286.83275981], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid_opencv_seeded,skimage_edge_grid_search_seeded_by_opencv_phase_correlation,yes,candidate,no,0.522073,0.056484,3.755085482935158,18.150532009403708,1.01,0.0,,,"[[0.34896401, 0.0, -384.90730643], [0.0, 0.34901159, -278.16223586], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,DJI_20260107143328_0008,fine_grid,skimage_edge_grid_search,yes,candidate,no,0.520474,0.054885,0.0,10.0,0.99,0.0,,,"[[0.35595106, 0.0, -397.59733037], [0.0, 0.35580264, -285.7095205], [0.0, 0.0, 1.0]]",Top local edge/gradient search candidate for manual review.
